activity_code,subject_id,trial,age_group,acc1_magnitude_mean,acc1_magnitude_std,acc1_magnitude_max,acc1_magnitude_min,gyro_magnitude_mean,gyro_magnitude_std,gyro_magnitude_max,gyro_magnitude_min,acc1_jerk_max,acc1_jerk_mean,fall_event
D06,SA01,02,adult,1.0878131390419836,0.41244878282080444,3.558602325730611,0.04225255400934363,28.374050861446147,39.75433053794957,234.60838301147533,0.8501213548086011,0.4866233360790173,0.032439638188160605,0
D06,SA01,03,adult,1.0887024206862956,0.4089046305448498,3.555629596998918,0.029491540762776366,26.100257652073253,35.52661451132388,169.4912880941574,0.6601961563959942,0.445767530513842,0.03035701613893463,0
D06,SA01,04,adult,1.0877167769540084,0.40584134738881456,4.225827757878664,0.09512340360848376,25.98669362559506,34.374989084873576,275.502216104328,1.0518608361580863,0.8179926925752459,0.030591935739114267,0
D06,SA01,05,adult,1.0884672529678918,0.4269721123231747,4.285644058378762,0.07020390920160714,28.214921421175458,36.31530880698943,166.51162495998508,1.0321981521782082,0.5586547275731175,0.031357231146155615,0
D07,SA01,01,adult,1.0224817515643267,0.03610365817703071,1.1760018480766463,0.909695095081657,9.77671739978812,11.055881987303732,55.42556801153458,0.2589502372509329,0.044253964719060734,0.007414581122020088,0
D07,SA01,02,adult,1.0264896767962375,0.039116835778908364,1.2125430384597438,0.9317368431707931,11.326568943565029,14.289779613816883,87.27323063532297,0.7475249459177179,0.041170073938793905,0.007901333990343849,0
D07,SA01,03,adult,1.0256512331498477,0.03888114038615296,1.2690503897015133,0.8937974610431535,11.05657530197074,13.80484447531383,67.94336985135294,0.4805913009040412,0.04524170393194349,0.007541292153866387,0
D07,SA01,04,adult,1.0276171135126908,0.037820413463773024,1.2192006378412457,0.9451026368287335,12.257899737644117,15.193272138290851,82.18605330321687,0.4805913009040412,0.06590729884515656,0.00762981946297968,0
D07,SA01,05,adult,1.024537149151187,0.04324390723617023,1.2978218023534904,0.9344432588988817,11.463055128406687,15.485013616312795,86.60865014805384,0.5355813224726637,0.054102259272851505,0.00759673320155651,0
D08,SA01,01,adult,1.0204098637837498,0.2009614577072885,4.352410992233213,0.3151014764003614,9.955958349497518,23.593160387235304,400.60115024615294,0.33430331878977426,0.8324727416087909,0.01375679025762988,0
D08,SA01,02,adult,1.0248919067504836,0.25621680916044315,6.630632417415613,0.15987017132563378,10.404658851880447,30.142288557203617,601.3074123487311,0.7065330140863175,1.5292579379815012,0.01606918136506109,0
D08,SA01,03,adult,1.0240756680993377,0.14955372291884775,3.3531328270528404,0.37704925102075526,10.831291511863816,23.39941226144081,324.35840448472936,0.3286843754354556,0.5615884605380952,0.011370682712743092,0
D08,SA01,04,adult,1.0209142340852482,0.18285645794016042,4.234688497389374,0.251521250500082,9.486193566323271,23.069940643353938,376.5566821460118,0.390815688319876,0.8790677803589553,0.013390494145464034,0
D08,SA01,05,adult,1.0215916057154202,0.16064083678998198,3.294673528170365,0.3279854614013021,9.665282404568234,21.199221464531867,286.5919329026501,0.6573687508709112,0.49879751821167195,0.011450167713785087,0
D09,SA01,01,adult,1.010690412144804,0.0984471495601154,2.4072200256630314,0.4100446276683643,13.71136281109114,16.882396593027657,156.53428204113624,0.390815688319876,0.37114997876057654,0.01074628618162585,0
D09,SA01,02,adult,1.0167276071699003,0.07698316841868971,2.0979544713523186,0.5089080729933575,12.649600858539024,15.444170110045851,90.96083485860389,0.4315837287515549,0.27535657636172073,0.009942878072787648,0
D09,SA01,03,adult,1.0124460236268271,0.08023870861710533,2.114980976569293,0.4046694011396834,13.251542519849476,16.062960694901715,90.8633714553033,0.5214846035960408,0.22928378695801044,0.010035724879764459,0
D09,SA01,04,adult,1.014203314830622,0.08835079227751912,2.2547760182727963,0.38077422926437,13.346940955246183,18.125710473055136,106.41564822039456,0.9073528288158268,0.29306185014355,0.010113848411612752,0
D09,SA01,05,adult,1.0104089869627992,0.07824858313594765,1.9125990898043197,0.4530239650290313,13.931231015387475,18.609032608375504,108.39481175862815,0.8301678777304348,0.19234994745485356,0.009909862407926111,0
D10,SA01,01,adult,1.0124311629582452,0.1704658509219291,3.4986787754562614,0.08240243402237886,11.792192205646991,22.337429670401136,212.1214137867231,0.2516543960948279,0.6260570699631578,0.012820214455312109,0
D10,SA01,02,adult,1.0185392813685739,0.18217555080450082,3.7950962751035298,0.14631500625256283,12.087480692393973,22.903808515587393,205.73014649427446,0.22837264323571418,0.6305818550662865,0.013018366487620016,0
D10,SA01,03,adult,1.0162506130543187,0.21499606737619797,4.562242474538632,0.16964102148912863,12.919240733183438,24.252283257583283,247.7072395517655,1.0010509928501419,0.8448473277762334,0.014488455444929318,0
D10,SA01,04,adult,1.0145719814459802,0.1865692189767444,3.6510818341377003,0.11062345514458044,12.21040216685,24.19170536423591,223.97747715739268,1.0447535869521296,0.6252447823447955,0.013185622537478367,0
D10,SA01,05,adult,1.0140803248677843,0.18523939122969696,3.8034640936031097,0.2488376298223904,11.823596663574365,22.68078291476618,232.91233949417727,0.279698223569082,0.6449069983991067,0.012940835477986504,0
D11,SA01,01,adult,1.0130896904157476,0.19206293280833162,5.036262242767913,0.48175323729127656,8.242072505824721,23.138834331578874,382.8716086471887,0.2516543960948279,1.0776965543435928,0.013235779534746432,0
D11,SA01,02,adult,1.019972126132461,0.231903397407688,6.813784416978181,0.34787563302808017,8.713374133971685,27.783140424994386,515.6014827220312,0.6224389054678693,1.8746699533753874,0.014430632968812923,0
D11,SA01,03,adult,1.0125257690117555,0.2747134035683228,8.281060213037527,0.250548714231634,10.138000017476424,31.611380432232792,578.9635157607715,1.413066028172635,2.72730687386733,0.016737614683726695,0
D11,SA01,04,adult,1.0139700765544046,0.20156011704888335,5.911488304118224,0.4868102843302383,10.214217767367614,29.154125102410614,536.458158184381,0.7863829789260941,1.564798854141864,0.014288078587084562,0
D11,SA01,05,adult,1.0235727113913662,0.2832031773515363,8.37890625,0.40530990987992754,10.78111278658473,34.831588240494305,630.8405285786698,1.5962764685817896,2.4144504781286225,0.017727320606640375,0
D12,SA01,01,adult,1.0315776979969882,0.028215390742005183,1.25134814994981,0.9431551441711816,17.167129643297898,18.03859402145261,69.68766310805319,0.559396447138164,0.099802526049653,0.00853341206895069,0
D12,SA01,02,adult,1.030656560737539,0.028690685007788316,1.121944091709509,0.9379637524854372,16.45986830400367,19.28447430022775,65.96999764177458,1.175620134537245,0.053173165134299705,0.008080321137542068,0
D12,SA01,03,adult,1.03217909825156,0.02800518142293786,1.1851719572953854,0.9655472511175334,17.10943690769011,18.68778846735216,69.03132835580602,1.7794652999405824,0.047282847429845454,0.008285772325851582,0
D12,SA01,04,adult,1.017478492194594,0.0414612447302731,2.606276814347972,0.9232643132860167,16.517756319601606,17.08711625020219,60.76067431590533,1.4209529695828633,1.677566390287914,0.009911819414020147,0
D12,SA01,05,adult,1.008966421655809,0.02882406811913113,1.2985211690852405,0.8921656083128569,15.995168939605355,19.81949177953603,82.92717101941366,0.29900997836708715,0.06362249599179193,0.008597293696538878,0
D13,SA01,01,adult,1.0240089968793602,0.03581990871846506,1.3124418699924865,0.8563423051296062,16.5723962920805,29.57803868958724,125.7704593934499,0.6224389054678693,0.06209491640678588,0.008482373543395108,0
D13,SA01,02,adult,1.034937996393855,0.04357076207183038,1.3918588714966984,0.8555846810715904,18.540930903730338,31.09967093008787,124.38121763339838,0.795801074853839,0.14479192885688452,0.00991139238984496,0
D13,SA01,03,adult,1.035151479746609,0.04238709429730202,1.3128835934987249,0.8438494588371124,18.734178364529896,29.281531882764686,121.2012828703143,0.49208116139517516,0.058906999638088875,0.009298414573129991,0
D13,SA01,04,adult,1.024969755117899,0.04849987878729573,1.5526889242561797,0.8481961126460157,18.425991016662785,30.232569096825202,123.79390773276846,0.616424861960576,0.12642931442352756,0.009875527423398549,0
D13,SA01,05,adult,1.0219222842963818,0.048875007996343,1.4535082239968793,0.8348232936619732,18.56072366033329,30.754376816627452,146.99185521648073,0.2589502372509329,0.10630695198829665,0.009594520722112188,0
D14,SA01,01,adult,0.9472988931426488,0.08765546507215234,1.3134878165177724,0.5883414228853961,20.444649495405148,27.667814957059047,162.47318991163303,0.6985792933508055,0.08787134775557937,0.011232838216995973,0
D14,SA01,02,adult,0.9413316897893214,0.07823769544689867,1.2645153314363176,0.6455720762734882,20.831138459177975,26.231102921034882,132.4339689510431,0.5758045124546267,0.07589644006034013,0.010735474793216414,0
D14,SA01,03,adult,0.9486268700912804,0.08915818636302826,1.3792713751713936,0.5278065099201246,19.451960356155663,30.358138047928314,167.89431364215264,1.0746348182164922,0.12101180710156179,0.011704771164767347,0
D14,SA01,04,adult,0.9410143229975833,0.09641890854444646,1.9587808733407688,0.680965931313289,20.65722733988515,23.69018499098033,131.35356960670168,0.5320921561939299,0.3052601104400168,0.01217251743712762,0
D14,SA01,05,adult,0.9452088603322212,0.09713319952136257,1.931054993694347,0.6044219782026254,18.2430043195762,22.724670847250007,118.7843404858112,0.6254242410864013,0.2579507060666244,0.011672131117615728,0
D15,SA01,01,adult,1.0246713019228995,0.05388635931975912,1.3934147316064276,0.855174392850663,11.171205757839724,13.48670123921733,65.29349771616855,0.5758045124546267,0.04658471116643237,0.00807472572091458,0
D15,SA01,02,adult,1.021445058424628,0.0719420450897486,1.5463915753446391,0.7679830555636058,10.572173132591942,13.195061980977783,65.37073240701713,0.5033087921896559,0.1065413656658849,0.008504420162709718,0
D15,SA01,03,adult,1.031361986032848,0.07148487727805697,1.5261644264119487,0.7851173808786891,10.451776685476196,14.000126352460429,70.8146969504088,0.14950498918354357,0.0497762793509251,0.008913114387914728,0
D15,SA01,04,adult,1.0306606310350521,0.06781446373433911,1.5277832647668197,0.8294781839308298,9.666259278997693,13.128789800280135,69.01932005159347,0.18310546875,0.07113871454369858,0.008578573797194688,0
D15,SA01,05,adult,1.03160642149734,0.07007462820008757,1.5164352296303534,0.7673967064550935,9.228106884147032,11.462379246130979,57.26285050815112,0.9727403229070574,0.07364560917280127,0.008380848982348706,0
D16,SA01,01,adult,1.0482623587399307,0.02538533256706967,1.133203057674076,0.9407901251449828,6.649237803134562,7.5458817939694045,48.141148198796934,0.6741553355216834,0.05371369569392859,0.00841401857967163,0
D16,SA01,02,adult,1.0448436760472366,0.022755552275992165,1.1331424627205144,0.9791060625083602,6.72590212844508,6.874741953937709,32.06623539348768,0.4766998093204745,0.06322085861526738,0.00850054585782414,0
D16,SA01,03,adult,1.0459802603296458,0.020846777192451687,1.1046195391046978,0.9797837497575995,6.279472407538438,5.547828826585478,27.232557099293953,0.80279214098913,0.04872121999788126,0.00821359663626935,0
D16,SA01,04,adult,1.0445903386136646,0.019822181865615737,1.1131990101202984,0.9660607203637293,6.059277792203102,5.216685618396551,28.334581134938674,0.6254242410864013,0.0471190399361765,0.008093316178643006,0
D16,SA01,05,adult,1.0444029835415534,0.02247472572133913,1.1236564242532612,0.8932082875353738,5.672860992657504,5.693772156079284,30.833689949619576,0.40943627517696346,0.06141646309377968,0.008504079801133973,0
D17,SA01,01,adult,0.9754744400933361,0.05587454493529702,1.513504274995511,0.681492305675796,17.209741810758796,24.242375633403036,130.8564854772588,0.26604607809696496,0.11023083787017263,0.009744202678976356,0
D17,SA01,02,adult,0.9762924440391684,0.05543276494540934,1.396608659242206,0.7785990178930761,17.612938858719787,24.43696698836852,113.86808130034538,0.46080532441838074,0.13455501360502065,0.009431497363772086,0
D17,SA01,03,adult,0.9733426599395927,0.05166252654443487,1.2623232878339101,0.7073009672007561,16.92979679083501,20.874855688409426,108.24617225033191,0.26604607809696496,0.28184447579653704,0.009472965349914483,0
D17,SA01,04,adult,0.9700911904457573,0.050531625775311124,1.4406226698055993,0.8058339072866147,19.19092499491759,24.458574140668773,132.0195508886294,0.9296598029619029,0.08709906483527752,0.008916600540492436,0
D17,SA01,05,adult,0.9730628581503381,0.04599317544099793,1.3642322972068164,0.8189534873563485,16.942627021566125,23.728585354722227,138.91116168989876,0.7598815672600545,0.08588212702365217,0.008517377266320857,0
D18,SA01,01,adult,1.0689828924900944,0.3782869216565383,8.01674901506264,0.17495465372311478,38.24587057858424,28.87630473023636,396.58506176694067,3.914823659869281,2.275483652700588,0.03475516324429515,0
D18,SA01,02,adult,1.066394492566332,0.33767238728882154,4.897487323115612,0.15037794183531372,38.21354792143985,27.33387877372816,203.59156284635927,2.9028618043442664,1.3217398709627965,0.029571607328741156,0
D18,SA01,03,adult,1.0717225958828465,0.3582941451899065,5.786332489302513,0.16669209604181148,35.96092193392794,25.095027825228907,292.79880680973923,2.567107036720348,1.1910307734232675,0.029318681202083294,0
D18,SA01,04,adult,1.0745972394191097,0.3350781285301984,3.8810849558558123,0.0782225952910187,39.85772905080429,29.07310080377589,222.50827255568453,3.015532062264557,0.9972391264951543,0.029873795777699153,0
D18,SA01,05,adult,1.0702938271300582,0.29760721986960165,4.212547886064064,0.21728021851833407,36.37163797206962,26.07554170255496,212.41835610553565,2.9869834724712296,1.3091596805003514,0.026761357240134797,0
D19,SA01,01,adult,1.0483432501624474,0.3650023832358367,3.385222600607538,0.030757843257858637,9.368315014866363,12.58409910634032,87.36604330982881,1.1803637454720286,0.3688624118137578,0.020426798279645608,0
D19,SA01,02,adult,1.046236927245332,0.3409844973769762,3.5001569440258677,0.027621358640099514,8.855593182970965,11.041263310563416,86.61508033978394,0.244140625,0.35738286266636576,0.016710444499208593,0
D19,SA01,03,adult,1.0463261671104271,0.3210761517012079,3.1776737519186598,0.019918044974971814,8.745347710414675,11.305090054829215,90.46616776228538,0.6042172202521768,0.38265557115399895,0.01722521530461002,0
D19,SA01,04,adult,1.0449820770324318,0.31103746110956215,3.0132610958296704,0.021035800027869155,8.653585999758988,11.435001069574085,98.49510399636758,0.582238282114835,0.32701010050413926,0.01662755688044373,0
D19,SA01,05,adult,1.0516383648978778,0.33871090280403665,3.0015000725548675,0.054547812670972425,9.748899981602298,12.21128345780633,73.28972862989247,0.6313525654778198,0.27619018558022845,0.01721357807985863,0
F01,SA01,01,adult,1.129226024533086,0.5953310309348212,13.795915546515989,0.12058866437838384,39.94116113049066,127.86769866249958,2025.09700905561,0.5790303332827843,11.263619876120313,0.04048807907443577,1
F01,SA01,02,adult,1.121731372845181,0.5095422155635757,18.99588490143264,0.3072309703474326,31.895923106102778,45.452835157855006,1070.484749653975,0.5790303332827843,17.260551199621766,0.03598025565755106,1
F01,SA01,03,adult,1.0953415532172452,0.4577821233064108,17.737925116167276,0.2657685733308446,31.770569182384094,44.26638963101006,1008.9706357196981,1.45591558128376,12.037343759181201,0.03320779683377697,1
F01,SA01,04,adult,1.1128551812022374,0.32942728383494835,7.242116917468888,0.2870761566667676,32.57617109459188,50.74353310390769,370.8111942126174,2.635842636924949,2.301030011895751,0.024875740782006262,1
F01,SA01,05,adult,1.1113480935323214,0.3551667083734229,6.786923614814028,0.2634909680318758,34.6332495424435,57.45327676118675,606.6810530574159,2.073399383723514,1.3426685267661433,0.02641634236793075,1
F02,SA01,01,adult,0.9794805473348503,0.30351927937147705,4.157545762535649,0.3670628112760471,33.11391942806344,43.38926798194199,328.3336407499439,0.4139605702591106,0.4525737957786875,0.02621188632942634,1
F02,SA01,02,adult,1.0155168372053773,0.4225407702214238,8.781428976712553,0.2314267694312285,40.270986431766076,42.69703002571063,451.1457865054484,0.4766998093204745,1.4505592630135213,0.03087932245293639,1
F02,SA01,03,adult,0.9949309901169135,0.423769094786904,7.873940048334482,0.23444009512693215,40.10205936276795,50.06148779394181,558.9413161791063,0.13647875839232115,1.5064488417730653,0.03373051382913781,1
F02,SA01,04,adult,1.0255049745501776,0.6325777085793607,14.856278635397834,0.16687507315073302,35.96062781582317,41.63498609427489,491.94515029164745,0.6283953943473511,3.318247982287353,0.03791182472415356,1
F02,SA01,05,adult,1.0570644009410959,0.41772691010567453,9.14919553461746,0.18330262822890728,36.59152700907672,32.20419771475946,390.08887215983964,0.5660167538754702,1.9831140380205188,0.029811004402939364,1
F03,SA01,01,adult,1.036647136839953,0.2894736659170171,4.311441927492544,0.129614531429977,33.68847176868962,44.399003232240894,409.015513330504,0.390815688319876,0.4012345522835856,0.025606299475541792,1
F03,SA01,02,adult,1.0538503805202821,0.35812285069924543,7.1915293138574015,0.24984736551480285,35.152364902820274,46.176031524984715,477.7249596542097,0.8301678777304348,0.7455795695565781,0.028542012306300008,1
F03,SA01,03,adult,1.0669559082952491,0.2652249742281614,4.306838590262947,0.36683410520586485,38.91644975030505,51.77121282694407,524.3228818877569,0.616424861960576,0.7943427809931087,0.025052178062177164,1
F03,SA01,04,adult,1.044851843597989,0.2493983732567685,3.072592783955535,0.2868634682458931,35.43809336640759,44.99445945467682,413.2730993393777,0.48828125,0.3721538807176492,0.025857349838724984,1
F03,SA01,05,adult,1.0072481079874984,0.3062926006124981,4.112754447509334,0.3338644247319,37.129028316874255,44.308596687304814,401.3616046378018,0.279698223569082,0.30747395411994427,0.027532296752457917,1
F04,SA01,01,adult,1.0677387223334724,0.37647244073193453,5.584727250886732,0.08137760412499867,40.38653345301554,61.47887614781626,722.923963807203,0.20243071230196533,0.814203537556121,0.029095833171187552,1
F04,SA01,02,adult,1.1126717061250815,0.2948880432140902,4.494932924646408,0.14122052720722827,43.004456360416654,50.532600594876,400.08947630833427,0.4766998093204745,0.7965351144717521,0.028634865194501476,1
F04,SA01,03,adult,1.038635507286757,0.3496096251610545,6.238218876879792,0.1128088209233879,36.32693532870708,52.28995081217515,434.01138279997036,0.3286843754354556,0.8645090098805257,0.02337551404358079,1
F04,SA01,04,adult,1.08873246886207,0.35892162242636333,4.828128160395406,0.12315533414401911,35.98936093079317,56.862430832996324,732.4044848602817,0.1220703125,0.5984132934647872,0.025386298640955332,1
F04,SA01,05,adult,1.0906564539943386,0.3345523227118766,4.68758137950192,0.12705824974445776,36.28616736071657,50.13285481879307,536.0166149299843,0.9011732824849488,1.297396045685376,0.02506395031233594,1
F05,SA01,01,adult,1.2015854539704311,0.697161185926849,18.803483697057516,0.10517900013934578,52.893606550515194,80.6171285418099,1463.0005022351693,0.26604607809696496,16.25981599837356,0.06587748225702805,1
F05,SA01,02,adult,1.19329521940811,0.6326525840071996,7.63586052562492,0.11110517697912416,56.98263118031061,76.30139581800911,768.443061933366,0.49208116139517516,1.5844022620452742,0.05445570268067707,1
F05,SA01,03,adult,1.1334412526370448,0.5859543703995079,6.641154620424284,0.11660009028593203,50.574813141091084,66.60388599262531,641.8413529914291,0.14950498918354357,1.0965721846861654,0.046462519737902906,1
F05,SA01,04,adult,1.1891615850466264,0.6529193103169393,14.659804964316438,0.08249496907008935,55.521791541674716,68.29210067782049,575.1987742140118,0.49208116139517516,10.901422000210356,0.06124797508908174,1
F05,SA01,05,adult,1.1599827960613123,0.7120809731893127,10.507331105376275,0.10283161391475143,64.9969485437266,151.65379709250055,2110.12291099851,0.1220703125,5.478569357780236,0.06729566894674169,1
F06,SA01,01,adult,1.0632638326862893,0.2821242928347468,5.0023065968673395,0.29476014812364815,33.856352483696,40.91070807614762,339.42754515216046,0.7911060422861157,0.986244637421323,0.022260587033653256,1
F06,SA01,02,adult,1.0025884012998691,0.33065929307046216,6.191920079230523,0.30009560651045025,31.11524455174366,41.13889040997685,369.9450583277931,0.40943627517696346,1.1669318829352147,0.024212338893751083,1
F06,SA01,03,adult,1.0360870146411825,0.32295337413680353,4.619392913961172,0.1495639821802863,43.180989989487855,49.11126492941629,420.4209577743444,0.46482990148095144,0.5372392627304712,0.027490807973119195,1
F06,SA01,04,adult,1.0948765674729863,0.3546743596453723,5.945171339487145,0.26533762027721397,38.759073545192535,51.33188386534118,403.3462617668406,0.31121945273393464,0.5245264955479767,0.023721943612782088,1
F06,SA01,05,adult,1.0303824788836613,0.332019575537051,5.2266004529638455,0.08795570507185704,42.141682102408524,45.11649376430124,362.7634408673675,0.31714797501871533,0.6260469726663394,0.029396011549873292,1
F07,SA01,01,adult,1.028367173104111,0.2765570592616121,6.827908230969927,0.6133061300685715,28.95522509056446,40.82913593911631,269.7495115821949,0.8390946707072461,2.290180785930975,0.022172257201821945,1
F07,SA01,02,adult,1.0177509180772926,0.29659800681222714,6.7410705277686835,0.08864691967117357,32.74347554398663,41.382665980499006,310.51377054022646,0.816594736343973,1.8276398405875467,0.024426344675286125,1
F07,SA01,03,adult,1.0249404797405854,0.238828892250268,3.3537311784612096,0.44698834882396543,34.431039511763714,42.40323516748887,299.8966548160239,0.6042172202521768,0.2515355079879831,0.020175931413498712,1
F07,SA01,04,adult,1.0117487182415112,0.2605291783973157,4.0771464492884375,0.19597543741579582,31.346459161617172,34.77666750674821,234.86916580283173,1.8208537463594114,0.4383348325116332,0.020707535628344615,1
F07,SA01,05,adult,1.086826731070334,0.18249296472678048,2.8628575530648788,0.5734343068712187,29.648551367681744,34.839640256371794,214.0737172132328,0.5355813224726637,0.20198532739003894,0.01921925531924601,1
F08,SA01,01,adult,1.0460003717135604,0.265063870671338,7.138934513379999,0.36629295956455743,15.214330713449105,38.064508059887686,375.37328201704906,0.3506202787193621,1.9762757357444984,0.014707907229973248,1
F08,SA01,02,adult,1.0712220769085083,0.1887661161688216,4.581032100142834,0.19925704288838827,15.76033021293474,40.46009294936075,336.1605136856627,0.33430331878977426,0.7791516266330447,0.013093530110893852,1
F08,SA01,03,adult,1.07860032455484,0.15839699511508404,3.775891250596093,0.468049606954554,15.701781530623242,35.37057784128287,241.68892270131374,0.6985792933508055,0.5974978313972219,0.011365916165860234,1
F08,SA01,04,adult,1.048730876928168,0.17499136248847313,3.9044702977054473,0.39352439593411803,16.846627995150993,41.74106496907099,325.3380688358235,0.31121945273393464,0.4941680153422454,0.012838426579456781,1
F08,SA01,05,adult,1.0459094703597283,0.13373372963177493,2.489372553075938,0.4495243525713457,14.90279508504267,37.05621542094732,243.65204560714554,0.4139605702591106,0.2750821178807319,0.011521642945330552,1
F09,SA01,01,adult,1.0605562702947733,0.16818407139346686,4.356244675839645,0.5150476170720164,14.863947430151029,36.02176698255017,287.9120770850897,0.8234092750996119,0.7154104098547069,0.011915132039892157,1
F09,SA01,02,adult,1.0787648115168558,0.23266469100860931,6.537362336848264,0.2312948647357416,17.15869516465822,38.49533857529713,340.75488252178394,0.5179004745018658,2.6294980059081396,0.01456051235563499,1
F09,SA01,03,adult,1.0930716908236258,0.1282638253877172,3.2998403799582676,0.44028133761266786,17.202742969747696,36.85926736395296,288.65583269403584,0.651677139406208,1.1094200403712393,0.011065084604374364,1
F09,SA01,04,adult,1.0164958570561589,0.2625876074014948,6.583598199980696,0.3179697097651363,18.147241081433037,44.98994108713298,387.5636927111562,0.22837264323571418,1.6357038058422289,0.015565459124937077,1
F09,SA01,05,adult,1.0011726957770277,0.18216457559841362,4.242793536936521,0.20032627195247008,16.07402542965758,37.575972237303894,304.92751742553946,0.2729575167846423,1.4092775820656414,0.012664669534533587,1
F10,SA01,01,adult,1.0013519970661011,0.15342639870504793,2.710678571928531,0.5929013260415893,17.604895829385473,37.90876791397478,280.5774249719065,0.31714797501871533,0.25567937877175906,0.01118698520577782,1
F10,SA01,02,adult,0.997167837117791,0.15983835434000668,3.2120255531824267,0.5853382352190697,17.820826903395762,40.5444900006213,297.7185124135764,0.14950498918354357,0.5696176481234982,0.012204488343288508,1
F10,SA01,03,adult,1.040940636101879,0.27625889819805155,7.0474758526407655,0.15492603136759328,18.1593810172932,37.524629272835405,332.1927351103966,0.40943627517696346,1.4993911689468673,0.01573406751546018,1
F10,SA01,04,adult,0.9573533523840182,0.19277507329770166,3.841053582931788,0.3754879637718099,21.207310319437028,45.66058245439458,292.1666290866554,0.08631674575031098,0.6270249406067792,0.013671552164371157,1
F10,SA01,05,adult,1.1161607224939465,0.11231893580876025,2.0684875506200933,0.6401007763674795,14.39792189201168,29.16609655407702,203.9577305872203,0.556056737008319,0.18561120626692018,0.010278209693095066,1
F11,SA01,01,adult,0.9405372938791607,0.19608272610160246,3.9761960323524432,0.11653463976700233,16.32903200847008,29.974019271457298,269.6833595961452,0.8211440458419013,0.5503129325250038,0.015370762537774326,1
F11,SA01,02,adult,0.9520190798397417,0.19230485432931718,4.0556771130975315,0.4062124381673646,10.551695477056326,24.096513650767555,263.6645139443771,0.2589502372509329,1.5451266675209352,0.014794963980028662,1
F11,SA01,03,adult,0.9702929224646656,0.1532603459247043,2.95079376403886,0.7025822558048809,11.17778740711553,22.71346472682609,209.8033579839451,0.9553513087462481,0.6267943062973375,0.01153472491012308,1
F11,SA01,04,adult,0.9245268288268546,0.1872487588281675,2.806033690681954,0.2784967231489223,14.145674233239962,37.687121188651126,299.0737167634597,0.31121945273393464,0.32317335499739275,0.01392823664975524,1
F11,SA01,05,adult,0.9413171157383899,0.23671725792916407,4.80791621699145,0.1138187678463552,13.052470047169134,32.597292788138716,425.4699058671115,0.31121945273393464,0.8435392571732929,0.014923458577068739,1
F12,SA01,01,adult,0.9405544852061403,0.25201290744519556,6.962427940886085,0.29473426358808796,12.82405120184143,31.85608349324268,293.5595722007818,0.5790303332827843,2.077078182884728,0.01541255915358828,1
F12,SA01,02,adult,0.961717115153383,0.18153998798432094,3.948134819720256,0.48995027250859857,14.898539427921985,33.024174571539355,258.10452019773,0.279698223569082,0.6728873234045656,0.013834097736249436,1
F12,SA01,03,adult,0.9442439029789139,0.2800734264448396,8.150044971178168,0.40686926959290315,11.84870509534007,31.313575312058877,269.5927342486036,0.6851179297071426,2.691469285883421,0.015833055510482315,1
